id,created_at,updated_at,user_id,title,description,UG,MSc,ME4,experimental,computational,hidden
13,14-08-18 15:36,14-08-18 15:36,6,Acoustic communication along pipeline structures,"Conventional communication using electromagnetic waves is impossible underground or under water because the electromagnetic waves are absorbed by the local environment. This project will investigate communication using elastic waves, which are less attenuated, along metal and pipeline like structures. A scaled down, experimental desktop setup will be built to experimentally demonstrate the principle. The project will explore the different aspects that limit the data rates that can be achieved in the prototype communication system. The project will require the use of piezo electric transducer technology, analogue and digital RF excitation technology and digital signal processing. 
A candidate who is keen to do both simulation and experimental work is sought.  
",1,1,0,0,0,0
14,14-08-18 15:41,14-08-18 15:41,6,Electro-magnetic ultrasonic air-coupled transducers / microphones,"This project will look at the use of flexible PCBs and high strength magnets to create ultrasonic air coupled transducers. Excitation of ultrasound is difficult because of the large impedance mismatch between transducer materials and air. Loudspeakers are commonly used to transmit low frequency acoustic waves but their response is usually not sufficiently large at high frequencies. Recently the NDE research group has experimented with electromagnetic acoustic transducers at high frequencies and this project will look at exciting ultrasonic waves in air using the same principle. 

Relevant publications/further reading:

Isla J, Cegla F, 2016, Optimization of the Bias Magnetic Field of Shear Wave EMATs, IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL, Vol: 63, Pages: 1148-1160, ISSN: 0885-3010
",1,1,0,0,0,0
15,25-09-18 16:24,25-09-18 16:24,7,Rheological characterisation of caramels,"Caramels are made by cooking different proportions of sugars, milk proteins, vegetable fat and water. They are high-viscosity oil-in water emulsions of fat droplets in a concentrated sugar syrup. This project will study the rheological behaviour of these complex fluids as a function of recipe such that together with the related project on â€œTribology of caramelsâ€ (supervisors: Drs Cann and Masen), some progress is made towards understanding the behaviour of the caramel at different length and time scales during the oral process. The latter is needed to inform the design of new food products and to relate the food mechanics to the sensorial consumer experience. 
Project tasks:
(a)	Review of existing research literature.
(b)	Perform Rheological tests either using a rheometer or a Dynamic Mechanical analyser depending on the productâ€™s stiffness.
(c)	Fit of above data to available constitutive models.
(d)	Produce master curves using the Time-Temperature superposition
(e)	Combine results with the Tribology project results to determine any correlations between the two sets of data.
",1,1,1,1,0,0
16,25-09-18 16:25,25-09-18 16:25,7,Investigating cracking in panel paintings,"Panel paintings are complex multi-layered structures which are affected by both temperature and humidity. It has previously been identified that humidity fluctuations are one of the main causes of fracture in paintings. This is a result of the differential strains that are induced within the painting as each layer shows a different dimensional response to the absorption of moisture. As paintings can be extremely valuable, it is rare that samples can be taken from the painting, therefore alternative methods to obtain representative samples must be explored. One problem with the use of representative samples is that the paintings may be hundreds of years old and it is not realistic to naturally replicate this aging process. This project will look at the effect of moisture on the painting constituents and the use of thermal aging to accelerate the drying process of oil paints. 
Project tasks:
(a)	Review of existing literature.
(b)	Make free film samples of constituents of paintings
(c)	Obtain Images of the constituentsâ€™ structure
(d)	Perform a study to obtain the expansion coefficient of the materials due to changes in humidity
(e)	Perform tensile tests on painting constituent materials
(f)	Perform a study on how thermally aging affects the mechanical properties by comparing to naturally aged data in literature
(g)	Perform simulations into monotonic through-thickness crack formation in oil paintings

",1,1,1,1,1,0
17,25-09-18 16:24,25-09-18 16:24,7,Rheological characterisation of melted aerated chocolates,"Aerated chocolates apart from the high content of sugar, cocoa and cocoa butter (fat) consist also of air bubbles at a size comparable to the other microstructural features. The aeration affects the rheological performance of the melted product. This project will study the rheological behaviour of this complex multi-phase material in relation to the non-aerated chocolates. New measurement techniques will need to be developed to accurately measure the rheological properties.

1.	Relevant Literature Review (Rheology of porous structures, Rheology of magma).
2.	Develop new experimental techniques to accurately measure the rheological properties of the aerated chocolate.
3.	Perform Rheological tests using a rheometer on both melted aerated and non-aerated chocolate.
4.	Correlate the measured data with published literature.
5.	Define the effect of aeration on Rheological properties and fit to existing rheological models for aerated materials.
",1,1,1,1,0,0
18,24-09-18 23:35,24-09-18 23:35,8,Graphs of dependencies of courses and topics,"Graphs are mathematical structures used to model relations between a pair of objects.
Multiple graphs and their relations constitute a powerful tool to describe complex relations amongst large amount of data.
Scope of this project is to build a graph of dependencies for the modules and their topics of the MEng curriculum at Imperial College.
",1,0,1,0,1,0
19,24-09-18 23:16,24-09-18 23:16,8,Developing a blockchain software,"Blockchain is a topical subject, recurring mainly in digital currencies, and more often in engineering fields too. There is sufficient literature about the technology underlaying the blockchains, but scarce examples of actual software implementing blockchains.
Scope of this project is to develop a software implementing a basic blockchain, as an open access tool. The field of application is left open to the student and will be agreed with the supervisor.
",1,0,1,0,1,0
20,24-09-18 23:15,24-09-18 23:15,8,Developing a data mining software,"Data mining is a topical subject, recurring in many engineering fields. There is a plethora of literature both in magazines and scientific journal, but scarce examples of actual software implementing data mining. There are some specialized software, often deployed by commercial companies for their specific purposes and studies. But less practical software and examples are available on the â€œopen accessâ€ end.
Scope of this project is to develop a basic software about data mining, as an open access tool. The field of application is left open to the student and will be agreed with the supervisor.
",1,0,1,0,1,0
21,27-09-18 17:51,27-09-18 17:51,9,Change detection algorithms for financial and engineering data,"Near-continuous time-domain data is standard in financial data, for example in the ever changing stock markets. As such, a great deal of research has been put into developing tools to quantitatively analyse this data for improved decision making. Analogous data streams are now being realised in many new fields of engineering as a result of the development of permanently installable or wearable sensors; many of the same data processing methodologies will be applicable to this new area. In this project the researcher (you) will review the fundamentals of financial 'quant-analysis', translate this knowledge to the engineering context, and evaluate performance. The project will focus on the aim of confidentially detecting the onset of damage (ie change detection) in real time from a stream of sensor data. The project will be primarily programming and working with maths and stats. Please contact me (jc207@ic.ac.uk) before choosing this project.",1,1,0,0,1,0
22,25-09-18 9:47,25-09-18 9:47,9,"Development of a robust, high-temperature, industry-ready sensor for monitoring power station components","We have developed a measurement system (electronics, firmware, software) designed for monitoring the condition of power station components. The measurement system has been tested and is being commercialised for laboratory based tests but the aim is to exploit the technology for use in power stations. The final challenge is the development of sensor hardware that is sufficiently resilient to the harsh conditions of a power station (550Â°C+, for several decades). The project involves the design and test of a prototype sensor system that is stable under these demanding conditions and is also easily installable by technicians in challenging environments. The project is suitable for any 4M/MSc student, but particularly suits someone with an interest in mechanical design and experimentation. Please contact me (jc207@ic.ac.uk) before choosing this project.",1,1,1,1,0,0
23,30-09-18 11:53,30-09-18 11:53,10,Design of a Shock Tube Experiment for ME3-hFMX,"A shock tube is a simple experimental device for generating shock waves, for example to investigate compressible flow phenomena and chemical or combustion reactions. The results of shock tube tests have been used for decades to validate numerical methods designed to predict one-dimensional compressible flow. The ability to accurately, and computationally inexpensively, simulate a shock tube test is still used as a standard means of validation.

This ME4 Final Year Project will build upon an existing shock tube rig located in the Thermofluids teaching laboratory. The student will need to upgrade the current rig in terms of its fluid control features for safe operation by students, and develop the user interface to a high standard (use of LabVIEW is required). Following this, the student will design a lab experiment suitable for ME3 undergraduates that could be used in future to complement the corresponding parts of the ME3-hFMX course; this may also include modelling of the experiment using an existing one-dimensional gas dynamics computer program. It is anticipated the experiment will at least explore the interaction of shock waves with a variety of simple boundary conditions (e.g., closed, open, partially-open ends). The main deliverables from the project will be the working shock tube rig (risk assessed and approved for undergraduate use), a viable ME3 lab experiment description (instructional hand-out and any other supporting materials), and a validated computer model. Hence this project is predominantly experimental but does have some computational aspects.

Prerequisites: Due to its objectives, the student carrying out this project must have completed the ME3-hFMX course.

Essential: Strong interest in fluid mechanics, in particular compressible flow and shock waves. Good verbal and written communication skills (e.g., preparation of lab hand-out). Shows initiative, well-organized and liaises professionally with lab technicians. Ability to design and manufacture small parts for the rig that may become necessary as the project develops.

Desirable: Experience with NI LabVIEW.",1,0,1,1,0,0
24,26-09-18 18:01,26-09-18 18:01,10,Model Predictive Control for Energy Management in a Jaguar Land Rover Hybrid Vehicle,"The project will investigate the potential for supervisory energy management controller for PHEVs to improve energy consumption and pollutant emissions of the propulsion system making use of predicted power and speed demand over the course of a journey.
 
Project tasks/deliverables:
Design and simulation of energy management systems based on a model predictive control (MPC) strategy with a receding horizon using explicit predictions of driver demand power/torque demand and vehicle speed.
Identification of suitable ""black-block"" models required for the design and implementation of the MPC strategy.
Design of the appropriate state estimator/Kalman filter required as part of the overall MPC strategy design.
Robustness investigation of the MPC strategy when exposed to expected levels of parametric uncertainty.
 
The JLR support will depend on the terms and conditions of the potential collaborative agreement put in place.",1,0,1,0,1,0
25,12-10-18 14:28,12-10-18 14:28,10,Design of an electric tractor,,1,0,0,0,1,0
26,21-09-18 18:06,21-09-18 18:06,11,Modelling the additive manufacturing process,"Additive manufacturing is a relatively novel idea to fabricate complex, net-shaped metal components in successive layers. Additive manufacturing (AM) technology offers potential benefits to this area by reducing restrictions on geometric complexity, enhanced material economy, reduced manufacturing variability and a reduced manufacturing footprint. Additive manufacturing however has a number of issues including the development of residual stresses in the component and variations in microstructure.

This project involves developing a simplified model of the selective laser melting process using finite element analysis program ABAQUS. The models will simulate existing literature data and the models can be verified compared to residual stress or distortions measurements available. 
",1,1,1,1,1,0
27,21-09-18 18:15,21-09-18 18:15,11,Experimetal testing and finite element modelling of thermal stresses and fracture in Silicon steel slabs ,"This Masters project is a fantastic opportunity for a student to develop and build finite element modelling skills and also learn about and use Digital Image Correlation (DIC) testing â€“ a fascinating piece of kit which creates strain maps of specimens!
In a steel production plant, massive slabs of steel cooldown and consequently generate huge internal thermal stresses.  The student will be responsible for designing a specimen so that the thermal stresses experienced on a large scale, can be replicated on a lab scale.  This will entail designing a notched specimen, which will demonstrate (through finite element analysis) the stress state matches the actual phenomenon.  After the student will complete DIC testing to validate their model as the specimen is tested.
",1,1,1,1,1,0
28,21-09-18 18:05,21-09-18 18:05,11,Creep testing of laser welded samples on Inconel material,"The majority of components are joined via welding. Laser welding is a relatively new technology providing relatively narrow welds. It is important that the deformation behaviour of the weld is characterised at a range of temperatures. Digital image correlation (DIC) is a method to measure the surface strain distribution on a sample and can provide high resolution measurements. Using DIC elastic-plastic and creep strains can be measured as a function of time during a constant load creep tests.  The strains can be measured in the weld, heat affected zone and parent material, providing invaluable information for the life time estimate of high temperature components. Post test metallography may also be performed. ",1,0,1,1,0,0
29,25-09-17 16:33,25-09-17 16:33,11,Tensile and creep testing of new 316H Stainless steel material,"316H stainless steel has been widely used in high temperature components, particularly in UK nuclear power-plants. Most of the test data available is from service aged 316H stainless steel, taken from components removed from service. However it is required that the deformation and creep behaviour of new material is also characterised. This project involves performing uniaxial creep tests, notched bar creep tests and metallography on new 316H stainless steel material. In addition metallography will be performed to examine the microstructure of the material. The properties determined will be compared to that already existing for service exposed 316H stainless steel. There is also scope to perform finite element analysis in this project. 
",1,1,0,0,0,0
30,30-09-18 17:40,30-09-18 17:40,12,Temperature and rate dependent mechanical properties of Polymer Matrix Composite (PMCs) under Thermoforming Conditions,"There is an urgent, increasing need globally to produce vehicles with a low carbon footprint, and reducing the weight of vehicles is one of the most promising solutions. To this end, considerable efforts are being made to introduce lightweight materials to vehicle structures. The highest weight saving can be achieved using composite components, and the most widely used composite materials are polymer matrix composites (PMCs). To unlock the potential of PMCs in the aerospace and automotive industrial sectors, an innovative, low-cost, hot stamp forming technology is under development for producing PMCs components. To ensure the success of the new forming process, it is critical to understand the effects of forming conditions on the materials deformation behaviours. 
The aim of this project is to investigate the effects of temperature and forming speed on the thermo-mechanical responses of a given PMC material and the matrix polymer. During the project, a comprehensive literature review will be conducted on dynamic testing of composites at elevated temperatures. In addition, extensive experimental work will be carried out by using a high rate testing machine and an advanced Digital Image Correlation system to capture the temperature and rate dependent mechanical properties of the materials.
The project is in collaboration with an aerospace industrial partner, COMAC, and the materials and specifications will be determined through discussions with the partner. The project can potentially lead to further research activities, including PhD studies and larger-scale industrial collaborations.  

If you are interested in the project, please directly contact Dr Nan Li (nan.li@imperial.ac.uk), http://www.imperial.ac.uk/people/n.li09",1,1,1,1,0,0
31,03-10-18 17:11,03-10-18 17:11,12,Composite materials with FAC Technology,Project worked up by Aaron on composites for aircraft applications,1,0,1,1,0,0
32,24-09-18 11:34,24-09-18 11:34,13,Learning Objects for Mechanical Engineers,"This project deals with the development of Learning Objects to complement the teaching material available in the courses taught over the 4-year MEng course in the Department of Mechanical Engineering.

The learning objects will have to be web-based or web-compatible, with the opportubity to work on the development of iOS and Android applications.",1,0,0,0,1,0
33,24-09-18 11:34,24-09-18 11:34,13,Learning Objects for Mechanical Engineers,"This project deals with the development of Learning Objects to complement the teaching material available in the courses taught over the 4-year MEng course in the Department of Mechanical Engineering.

The learning objects will have to be web-based or web-compatible, with the opportubity to work on the development of iOS and Android applications.",1,0,1,0,1,0
34,24-09-18 11:36,24-09-18 11:36,13,3D printing of soft composite hydrogel for biomedical applications,"The aim of this project is to improve and optimise a cryogenic 3D rinting technique for super soft hydrogel and materials realised for the first time at Imperial using a conventional 3D printer.

The project will involve optimisation of the material feeding process as well as the curing time for the hydrogel blend to achieve the structural characteristics and composition that best mimics different human tissues and organs.  The project is part of a large EU project with a number of academic and industrial partners and will have the support of two researchers across the Department.",1,1,1,1,0,0
35,01-10-17 23:47,01-10-17 23:47,13,Active wireless vibration control of turbine engine blades using piezoelectric plates,"It is well known that gas turbine blade vibrations can give rise to catastrophic failures and a reduction of the blades life because of fatigue related phenomena (e.g. [1-3]).  In last two decades, the adoption of piezoelectric elements, has received considerable attention by many researcher for its potential applicability to different areas of mechanical, aerospace, aeronautical and civil engineering. Recently, a number of studies of blades vibration control via piezoelectric plates and patches have been reported [4-6]. These could be very interesting with reference to the problems mentioned above, indeed this type of materials are very efficient for active control of vibrations. 
This is teh last of a series of MSc and 4M projects carried out by students in previous cohorts and has teh support of researchers in the Vibration and Dynamics and Tribology groups.  In their previous work [7], the project supervisors and their collaborators studied a model to control the blade vibrations by piezoelectric elements.  An optimal placement method of piezoelectric plates has been developed and applied to different loading scenarios for realistic configurations encountered in gas turbine blades. It has been demonstrated that the optimal placement depends on the spectrum of the load, so that segmented piezoelectric patches have been considered and, for different loads, an optimal combination of sequential and/or parallel actuation and control of the segments has been studied.
An apparatus has also been set up to carry out an experimental investigation. The proposed project aims at improving and optimisig the design of the rotating blades' rig and its control system.  A series of tests will then be carried out to corroborate existing models (e.g. [7]) and probe the potentials of the developed control technique.

[1] Hou N.X., Wen Z.X., Yu Q.M., Yue Z.F., Application of a combined high and low cycle fatigue life model on life prediction of SC blade International Journal of Fatigue 31 (2009) 616-619
[2] Poursaeidi E., Salavatian M., Fatigue crack growth simulation in a generator fan blade Engineering Failure Analysis 16 (2009) 888-898
[3] Lawson C. P., Ivey P. C., Tubomachinery blade vibration amplitude measurement through tip timing with capacitance tip clearance probes Sensors and Actuators A 118 (2005) 14-24
[4] Hohl A.,Neubauer M., Schwarzendahl S. M., Panning L., Wallaschek J., Active and semiactive Vibration Damping of Turbine Blades with Piezoceramics (2009) Proc. SPIE/ Volume 7288/ Piezo Systems I
[5] Lin S.-M., Mao I-C., Lin J.-H. Vibration of a Rotating Smart Beam AIAA Journal Vol. 45, No 2, February 2007.
[6] Lin S.-M., PD control of a rotating smart beam with an elastic root Journal of Sound and Vibration 312 (2008) 109-124	
[7] Botta F., Schwingshackl C.W., Di Mare L., Cerri G., Dini D., Optimal placement of piezoelectric plates for active vibration control of blades (journal article in preparation)",0,1,1,0,0,0
36,02-10-17 14:52,02-10-17 14:52,13,Osteoarthritis and Synovial Fluid properties: Data analysis of Infrared Spectra to provide insights into the metabolic changes,"Osteoarthritis (OA) (hip and knee) affects nearly 30% of people aged over 45 in the UK, with over 1.5 million people classified as suffering from severe OA.  At present the only treatment for end-stage OA is replacing the joint with an artificial hip or knee which is an expensive and often traumatic experience.  OA is often attributed to mechanical damage of the articular cartilage occurring loading and movement of the joint.  Articular cartilage is lubricated by Synovial fluid which helps to support the load and reduce friction, and hence wear, at the joint surfaces.  The chemical composition of human SF varies significantly and this is thought to affect the onset of OA.  We are currently working with Dr Matt Jaggard of the Musculoskeletal Group analysing the metabolic properties of human SF samples collected at their clinic.  One important aspect is the protein profile in SF and we have been running Fourier transform Infrared spectra to analyse the chemical composition of these fluids.  Although we see differences in the spectra the very many overlapping peaks makes interpretation difficult; this is where your data analysis skills are required, and what makes this an interesting multi-disciplinary project, where the ability to handle and interpret data is key to our understanding. You will be exposed to cutting-edge biotribology research and develop important skills in data handling, which can be transferred to a number of different fields.
The project involves analysing FTIR spectral data of human and model SF. The spectra will be run by a PhD researcher on the project and no chemical knowledge is required.  The focus of this project is developing fast and reliable automated data analysis methods to separate the overlapping peaks and aid interpretation. The project will benefit from the availability of advanced tools used to analyse large datasets in other areas of engineering (X-ray and neutron diffraction) and finance.
Project tasks:
(a)          Review of existing research literature on SF and data analysis methods
(b)          Development of a deconvolution/peak fitting protocol using model SF
(c)           Mapping of protein content in human SF
",1,0,1,0,0,0
